edad,sexo,cve_ent,decil,personas,año
22,MASCULINO,23,6,212,2020
19,FEMENINO,23,8,136,2020
20,FEMENINO,23,6,119,2020
28,MASCULINO,23,6,119,2020
22,MASCULINO,23,4,107,2020
20,FEMENINO,23,4,107,2020
27,MASCULINO,23,8,115,2020
24,MASCULINO,23,8,115,2020
25,FEMENINO,23,8,115,2020
25,FEMENINO,23,8,115,2020
28,FEMENINO,23,2,115,2020
28,FEMENINO,23,2,115,2020
23,FEMENINO,23,2,133,2020
24,FEMENINO,23,2,124,2020
28,MASCULINO,23,6,124,2020
22,MASCULINO,23,6,124,2020
19,FEMENINO,23,6,124,2020
21,FEMENINO,23,6,124,2020
29,MASCULINO,23,3,124,2020
22,MASCULINO,23,2,134,2020
23,MASCULINO,24,7,285,2020
24,MASCULINO,24,7,479,2020
23,FEMENINO,24,4,219,2020
24,FEMENINO,25,8,319,2020
26,FEMENINO,25,9,205,2020
24,FEMENINO,25,10,199,2020
18,FEMENINO,25,6,355,2020
18,FEMENINO,26,3,412,2020
26,MASCULINO,27,8,399,2020
22,FEMENINO,27,6,380,2020
29,FEMENINO,27,6,322,2020
23,MASCULINO,27,9,361,2020
21,MASCULINO,27,9,361,2020
28,MASCULINO,27,6,357,2020
30,MASCULINO,27,2,347,2020
28,FEMENINO,27,2,347,2020
20,FEMENINO,27,2,321,2020
20,FEMENINO,27,6,321,2020
27,MASCULINO,27,3,358,2020
23,FEMENINO,27,3,358,2020
18,FEMENINO,27,9,308,2020
23,FEMENINO,27,5,294,2020
29,FEMENINO,27,5,248,2020
27,FEMENINO,27,6,356,2020
23,MASCULINO,27,6,243,2020
22,FEMENINO,27,6,243,2020
21,MASCULINO,27,8,302,2020
21,FEMENINO,27,2,320,2020
26,MASCULINO,27,2,266,2020
25,FEMENINO,27,9,243,2020
25,MASCULINO,27,10,232,2020
27,FEMENINO,27,9,260,2020
27,MASCULINO,27,5,257,2020
19,FEMENINO,27,2,379,2020
25,MASCULINO,27,4,379,2020
22,FEMENINO,27,7,334,2020
21,FEMENINO,27,8,353,2020
22,FEMENINO,27,9,353,2020
28,FEMENINO,27,8,407,2020
21,MASCULINO,27,6,254,2020
26,MASCULINO,27,4,320,2020
26,FEMENINO,27,4,320,2020
25,FEMENINO,27,2,320,2020
19,FEMENINO,27,2,320,2020
19,FEMENINO,27,6,453,2020
26,FEMENINO,27,5,240,2020
20,FEMENINO,27,8,388,2020
26,MASCULINO,27,9,339,2020
21,FEMENINO,27,9,339,2020
28,FEMENINO,27,9,339,2020
19,MASCULINO,27,7,339,2020
22,FEMENINO,28,6,358,2020
21,FEMENINO,28,6,358,2020
26,FEMENINO,28,9,510,2020
28,FEMENINO,28,10,523,2020
27,FEMENINO,28,10,379,2020
20,FEMENINO,28,10,379,2020
22,FEMENINO,28,8,408,2020
23,FEMENINO,28,7,462,2020
29,MASCULINO,28,3,206,2020
25,FEMENINO,28,3,206,2020
20,MASCULINO,28,4,230,2020
24,MASCULINO,29,5,186,2020
19,FEMENINO,29,7,123,2020
22,FEMENINO,29,9,188,2020
22,MASCULINO,29,8,154,2020
24,MASCULINO,29,1,132,2020
28,FEMENINO,29,5,145,2020
29,FEMENINO,29,4,145,2020
24,FEMENINO,30,5,1321,2020
23,FEMENINO,30,3,1189,2020
22,MASCULINO,30,3,1189,2020
21,MASCULINO,30,6,572,2020
22,FEMENINO,30,5,694,2020
23,FEMENINO,30,4,694,2020
20,FEMENINO,30,8,584,2020
25,MASCULINO,30,3,880,2020
22,FEMENINO,30,3,880,2020
22,MASCULINO,30,5,536,2020
22,FEMENINO,30,1,726,2020
20,FEMENINO,30,5,568,2020
20,FEMENINO,30,3,545,2020
23,FEMENINO,30,3,500,2020
22,FEMENINO,30,2,615,2020
26,FEMENINO,31,2,352,2020
24,MASCULINO,31,8,327,2020
23,MASCULINO,31,10,396,2020
22,FEMENINO,31,6,258,2020
25,FEMENINO,31,8,232,2020
23,FEMENINO,31,10,97,2020
24,MASCULINO,31,7,109,2020
19,FEMENINO,31,1,91,2020
21,FEMENINO,31,3,89,2020
27,FEMENINO,31,5,81,2020
27,MASCULINO,32,8,232,2020
28,FEMENINO,32,9,158,2020
24,FEMENINO,32,6,191,2020
29,FEMENINO,32,9,176,2020
22,FEMENINO,32,6,184,2020
21,MASCULINO,32,5,184,2020
26,MASCULINO,32,3,188,2020
23,FEMENINO,32,3,188,2020
19,FEMENINO,32,4,163,2020
24,MASCULINO,32,6,245,2020
24,FEMENINO,32,6,245,2020
28,FEMENINO,01,10,78,2022
25,FEMENINO,03,8,112,2022
20,FEMENINO,03,9,132,2022
18,FEMENINO,03,7,55,2022
27,FEMENINO,04,9,110,2022
19,FEMENINO,04,7,139,2022
19,FEMENINO,04,9,133,2022
20,FEMENINO,04,5,129,2022
25,FEMENINO,04,5,158,2022
29,MASCULINO,04,5,154,2022
24,FEMENINO,04,5,142,2022
23,MASCULINO,04,1,159,2022
28,MASCULINO,04,1,159,2022
26,FEMENINO,04,2,138,2022
26,FEMENINO,04,3,151,2022
29,MASCULINO,04,3,168,2022
28,FEMENINO,04,5,144,2022
18,FEMENINO,05,5,263,2022
23,FEMENINO,06,5,79,2022
23,FEMENINO,06,9,93,2022
24,FEMENINO,06,8,79,2022
25,FEMENINO,06,8,25,2022
22,FEMENINO,06,8,25,2022
26,MASCULINO,06,9,23,2022
25,FEMENINO,06,8,27,2022
20,FEMENINO,07,7,626,2022
20,MASCULINO,07,10,775,2022
19,FEMENINO,07,10,775,2022
29,FEMENINO,07,5,551,2022
28,MASCULINO,07,6,695,2022
24,FEMENINO,07,6,695,2022
21,FEMENINO,07,2,695,2022
18,FEMENINO,07,4,930,2022
26,FEMENINO,07,3,590,2022
28,MASCULINO,08,5,115,2022
25,FEMENINO,08,5,115,2022
29,FEMENINO,08,3,71,2022
24,FEMENINO,08,7,97,2022
19,FEMENINO,09,7,1853,2022
19,MASCULINO,09,6,32,2022
24,FEMENINO,10,6,231,2022
23,MASCULINO,10,4,343,2022
23,MASCULINO,10,8,235,2022
23,FEMENINO,10,5,121,2022
28,FEMENINO,10,4,183,2022
19,FEMENINO,10,3,126,2022
29,MASCULINO,10,2,99,2022
26,MASCULINO,10,3,128,2022
21,FEMENINO,10,2,108,2022
25,FEMENINO,10,1,108,2022
21,FEMENINO,10,2,147,2022
25,MASCULINO,11,9,1408,2022
21,FEMENINO,11,6,299,2022
21,FEMENINO,11,5,273,2022
20,FEMENINO,12,4,391,2022
22,FEMENINO,12,3,392,2022
29,FEMENINO,12,6,407,2022
24,FEMENINO,12,6,324,2022
20,FEMENINO,12,5,275,2022
58,FEMENINO,12,3,364,2022
22,MASCULINO,12,3,382,2022
25,MASCULINO,12,9,415,2022
21,FEMENINO,12,6,502,2022
26,FEMENINO,12,7,502,2022
26,FEMENINO,13,6,453,2022
28,FEMENINO,14,9,961,2022
20,MASCULINO,15,2,1846,2022
18,MASCULINO,15,3,352,2022
23,MASCULINO,15,8,446,2022
19,MASCULINO,16,7,695,2022
27,FEMENINO,16,7,694,2022
19,MASCULINO,16,6,577,2022
21,FEMENINO,16,7,654,2022
28,MASCULINO,16,4,740,2022
28,FEMENINO,16,4,740,2022
19,FEMENINO,17,3,314,2022
24,FEMENINO,17,8,307,2022
25,MASCULINO,17,5,278,2022
25,FEMENINO,17,5,278,2022
21,FEMENINO,17,3,153,2022
22,MASCULINO,17,6,248,2022
24,FEMENINO,17,3,152,2022
22,MASCULINO,18,8,171,2022
21,FEMENINO,18,8,188,2022
24,FEMENINO,18,8,192,2022
27,MASCULINO,18,10,192,2022
19,MASCULINO,18,5,167,2022
27,FEMENINO,18,6,218,2022
24,FEMENINO,20,2,470,2022
23,FEMENINO,20,3,568,2022
24,FEMENINO,20,9,503,2022
24,MASCULINO,20,1,413,2022
19,FEMENINO,20,5,291,2022
23,FEMENINO,22,7,232,2022
19,MASCULINO,22,9,107,2022
26,MASCULINO,23,8,230,2022
18,MASCULINO,23,10,201,2022
26,MASCULINO,23,7,169,2022
21,FEMENINO,23,2,128,2022
23,MASCULINO,23,3,128,2022
20,MASCULINO,23,4,140,2022
26,FEMENINO,23,9,133,2022
23,MASCULINO,23,7,125,2022
25,FEMENINO,23,6,160,2022
28,FEMENINO,23,10,189,2022
21,FEMENINO,23,7,134,2022
19,MASCULINO,24,2,382,2022
18,FEMENINO,25,6,217,2022
24,FEMENINO,25,7,239,2022
20,FEMENINO,25,8,374,2022
25,FEMENINO,26,10,523,2022
24,FEMENINO,27,8,334,2022
25,MASCULINO,27,5,273,2022
20,MASCULINO,27,6,329,2022
24,FEMENINO,27,9,369,2022
27,FEMENINO,27,5,369,2022
27,FEMENINO,27,5,232,2022
27,FEMENINO,27,5,272,2022
19,MASCULINO,27,8,358,2022
26,MASCULINO,27,9,362,2022
20,FEMENINO,27,7,289,2022
23,FEMENINO,27,7,306,2022
19,MASCULINO,27,9,343,2022
19,FEMENINO,27,9,343,2022
27,FEMENINO,27,3,351,2022
19,MASCULINO,27,4,353,2022
19,FEMENINO,27,9,352,2022
20,FEMENINO,29,7,167,2022
24,FEMENINO,29,6,140,2022
19,MASCULINO,29,1,119,2022
28,MASCULINO,29,3,222,2022
25,MASCULINO,29,1,155,2022
22,FEMENINO,29,7,173,2022
25,MASCULINO,29,7,173,2022
19,FEMENINO,29,6,119,2022
19,MASCULINO,29,5,150,2022
29,FEMENINO,30,5,1237,2022
23,FEMENINO,30,5,538,2022
26,FEMENINO,30,6,685,2022
29,MASCULINO,30,3,751,2022
29,FEMENINO,30,3,751,2022
20,FEMENINO,31,8,194,2022
25,FEMENINO,31,4,299,2022
19,FEMENINO,31,2,256,2022
28,FEMENINO,31,9,269,2022
27,MASCULINO,31,9,293,2022
25,FEMENINO,31,6,114,2022
26,FEMENINO,31,6,107,2022
28,FEMENINO,32,4,185,2022
23,FEMENINO,32,2,185,2022
21,MASCULINO,32,8,183,2022
22,MASCULINO,32,6,92,2022
27,FEMENINO,32,4,221,2022
23,FEMENINO,32,9,124,2022
29,FEMENINO,32,6,179,2022
23,FEMENINO,32,6,226,2022
23,MASCULINO,32,3,195,2022
25,FEMENINO,32,3,166,2022
25,FEMENINO,32,5,183,2022
20,FEMENINO,03,4,26,2024
19,FEMENINO,04,6,123,2024
23,MASCULINO,04,3,132,2024
24,FEMENINO,06,10,108,2024
26,FEMENINO,06,6,16,2024
22,FEMENINO,06,6,16,2024
25,FEMENINO,06,7,17,2024
23,MASCULINO,07,3,732,2024
21,FEMENINO,08,9,102,2024
22,FEMENINO,10,4,260,2024
24,FEMENINO,10,10,101,2024
21,FEMENINO,11,6,279,2024
24,MASCULINO,12,8,832,2024
23,FEMENINO,12,10,435,2024
27,FEMENINO,12,10,435,2024
25,MASCULINO,12,9,492,2024
20,FEMENINO,12,6,453,2024
19,MASCULINO,12,4,316,2024
24,FEMENINO,12,3,316,2024
22,MASCULINO,15,8,929,2024
24,MASCULINO,15,3,337,2024
21,FEMENINO,15,9,415,2024
20,FEMENINO,15,9,415,2024
29,FEMENINO,16,5,466,2024
27,FEMENINO,16,5,466,2024
25,FEMENINO,16,4,585,2024
24,MASCULINO,17,4,269,2024
24,FEMENINO,17,4,269,2024
25,FEMENINO,17,6,269,2024
28,MASCULINO,17,6,269,2024
23,MASCULINO,17,5,338,2024
25,FEMENINO,17,9,971,2024
22,FEMENINO,18,7,196,2024
27,FEMENINO,18,5,190,2024
20,FEMENINO,19,9,45,2024
19,FEMENINO,22,10,76,2024
19,FEMENINO,22,6,56,2024
29,FEMENINO,22,9,57,2024
25,FEMENINO,23,3,271,2024
23,MASCULINO,23,9,109,2024
21,FEMENINO,23,9,109,2024
21,FEMENINO,23,9,109,2024
28,FEMENINO,23,10,109,2024
26,FEMENINO,23,10,109,2024
20,MASCULINO,23,4,109,2024
22,MASCULINO,23,2,138,2024
22,FEMENINO,23,3,138,2024
22,FEMENINO,23,5,138,2024
22,FEMENINO,24,9,197,2024
25,FEMENINO,24,5,218,2024
26,FEMENINO,24,7,191,2024
22,FEMENINO,26,8,241,2024
23,MASCULINO,26,8,524,2024
22,FEMENINO,27,6,234,2024
23,FEMENINO,27,6,229,2024
19,FEMENINO,27,6,229,2024
18,FEMENINO,27,4,229,2024
26,FEMENINO,27,6,907,2024
19,FEMENINO,27,6,227,2024
28,MASCULINO,27,10,424,2024
19,FEMENINO,27,10,424,2024
23,FEMENINO,27,10,424,2024
19,MASCULINO,27,6,111,2024
29,FEMENINO,27,6,409,2024
20,FEMENINO,27,3,278,2024
23,FEMENINO,27,4,234,2024
25,FEMENINO,27,2,234,2024
18,MASCULINO,27,5,304,2024
21,FEMENINO,27,3,453,2024
27,FEMENINO,27,7,388,2024
20,FEMENINO,27,6,388,2024
28,FEMENINO,28,8,602,2024
29,FEMENINO,28,3,527,2024
28,MASCULINO,28,5,585,2024
20,FEMENINO,28,10,193,2024
20,FEMENINO,29,4,227,2024
25,FEMENINO,29,8,211,2024
21,FEMENINO,29,9,258,2024
20,FEMENINO,29,9,82,2024
21,MASCULINO,29,9,75,2024
19,FEMENINO,29,9,75,2024
20,FEMENINO,29,6,95,2024
27,FEMENINO,30,3,1108,2024
19,FEMENINO,30,3,2375,2024
23,MASCULINO,30,2,569,2024
20,MASCULINO,30,5,523,2024
20,FEMENINO,30,6,523,2024
20,MASCULINO,30,3,525,2024
19,FEMENINO,30,5,514,2024
27,FEMENINO,31,6,363,2024
20,MASCULINO,31,5,69,2024
19,MASCULINO,31,7,77,2024
22,FEMENINO,31,7,70,2024
28,FEMENINO,32,1,262,2024
23,FEMENINO,32,3,202,2024
29,FEMENINO,32,3,161,2024
22,MASCULINO,32,1,187,2024
